instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
6626,10/8/2011,4,0,10,15,0,6,0,1,0.66,0.6212,0.39,0,262,234
6627,10/8/2011,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230
6628,10/8/2011,4,0,10,17,0,6,0,1,0.62,0.6212,0.5,0.1343,174,219
6629,10/8/2011,4,0,10,18,0,6,0,1,0.6,0.6212,0.46,0.1045,135,224
6630,10/8/2011,4,0,10,19,0,6,0,1,0.54,0.5152,0.68,0.1343,76,172
6631,10/8/2011,4,0,10,20,0,6,0,1,0.52,0.5,0.77,0.1045,78,124
6632,10/8/2011,4,0,10,21,0,6,0,1,0.52,0.5,0.77,0,54,133
6633,10/8/2011,4,0,10,22,0,6,0,1,0.5,0.4848,0.77,0,45,104
6634,10/8/2011,4,0,10,23,0,6,0,1,0.48,0.4697,0.88,0,52,90
6635,10/9/2011,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83
6636,10/9/2011,4,0,10,1,0,0,0,1,0.46,0.4545,0.88,0,15,63
6637,10/9/2011,4,0,10,2,0,0,0,1,0.46,0.4545,0.88,0,20,35
6638,10/9/2011,4,0,10,3,0,0,0,1,0.44,0.4394,0.88,0,10,20
6639,10/9/2011,4,0,10,4,0,0,0,1,0.44,0.4394,0.88,0,7,7
6640,10/9/2011,4,0,10,5,0,0,0,1,0.44,0.4394,0.88,0,1,14
6641,10/9/2011,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0,7,14
6642,10/9/2011,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,18,26
6643,10/9/2011,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0,25,82
6644,10/9/2011,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0,66,119
6645,10/9/2011,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210
6646,10/9/2011,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234
6647,10/9/2011,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243
6648,10/9/2011,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193
6649,10/9/2011,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228
6650,10/9/2011,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209
6651,10/9/2011,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247
6652,10/9/2011,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230
6653,10/9/2011,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228
6654,10/9/2011,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186
6655,10/9/2011,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134
6656,10/9/2011,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120
6657,10/9/2011,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0,48,104
6658,10/9/2011,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85
6659,10/10/2011,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42
6660,10/10/2011,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0,4,30
6661,10/10/2011,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0,4,15
6662,10/10/2011,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0,2,9
6663,10/10/2011,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0,2,4
6664,10/10/2011,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19
6665,10/10/2011,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0,5,39
6666,10/10/2011,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102
6667,10/10/2011,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0,27,227
6668,10/10/2011,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0,58,161
6669,10/10/2011,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158
6670,10/10/2011,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183
6671,10/10/2011,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201
6672,10/10/2011,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0,146,219
6673,10/10/2011,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,147,223
6674,10/10/2011,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254
6675,10/10/2011,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248
6676,10/10/2011,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334
6677,10/10/2011,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,108,365
6678,10/10/2011,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267
6679,10/10/2011,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0,37,188
6680,10/10/2011,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148
6681,10/10/2011,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104
6682,10/10/2011,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63
6683,10/11/2011,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0,14,16
6684,10/11/2011,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9
6685,10/11/2011,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4
6686,10/11/2011,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1
6687,10/11/2011,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5
6688,10/11/2011,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0,0,20
6689,10/11/2011,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114
6690,10/11/2011,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333
6691,10/11/2011,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375
6692,10/11/2011,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0,40,195
6693,10/11/2011,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111
6694,10/11/2011,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92
6695,10/11/2011,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130
6696,10/11/2011,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138
6697,10/11/2011,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117
6698,10/11/2011,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139
6699,10/11/2011,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257
6700,10/11/2011,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534
6701,10/11/2011,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493
6702,10/11/2011,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285
6703,10/11/2011,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203
6704,10/11/2011,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158
6705,10/11/2011,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120
6706,10/11/2011,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47
6707,10/12/2011,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23
6708,10/12/2011,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8
6709,10/12/2011,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2
6710,10/12/2011,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2
6711,10/12/2011,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6
6712,10/12/2011,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22
6713,10/12/2011,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107
6714,10/12/2011,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244
6715,10/12/2011,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377
6716,10/12/2011,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183
6717,10/12/2011,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98
6718,10/12/2011,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102
6719,10/12/2011,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53
6720,10/12/2011,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76
6721,10/12/2011,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70
6722,10/12/2011,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42
6723,10/12/2011,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50
6724,10/12/2011,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235
6725,10/12/2011,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161
6726,10/12/2011,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102
6727,10/12/2011,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81
6728,10/12/2011,4,0,10,21,0,3,1,3,0.54,0.5152,1,0.1045,9,74
6729,10/12/2011,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40
6730,10/12/2011,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41
6731,10/13/2011,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14
6732,10/13/2011,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0,3,9
6733,10/13/2011,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0,0,4
6734,10/13/2011,4,0,10,3,0,4,1,2,0.54,0.5152,1,0.194,2,4
6735,10/13/2011,4,0,10,4,0,4,1,2,0.54,0.5152,1,0.1045,2,5
6736,10/13/2011,4,0,10,5,0,4,1,2,0.54,0.5152,1,0.1045,1,16
6737,10/13/2011,4,0,10,6,0,4,1,3,0.54,0.5152,1,0.0896,1,51
6738,10/13/2011,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343,5,76
6739,10/13/2011,4,0,10,8,0,4,1,3,0.54,0.5152,1,0.0896,10,199
6740,10/13/2011,4,0,10,9,0,4,1,3,0.56,0.5303,1,0.1045,3,106
6741,10/13/2011,4,0,10,10,0,4,1,3,0.56,0.5303,1,0.1343,16,53
6742,10/13/2011,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0,8,76
6743,10/13/2011,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0,10,95
6744,10/13/2011,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142
6745,10/13/2011,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111
6746,10/13/2011,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128
6747,10/13/2011,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240
6748,10/13/2011,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432
6749,10/13/2011,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248
6750,10/13/2011,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187
6751,10/13/2011,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166
6752,10/13/2011,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115
6753,10/13/2011,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101
6754,10/13/2011,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45
6755,10/14/2011,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29
6756,10/14/2011,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16
6757,10/14/2011,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6
6758,10/14/2011,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6
6759,10/14/2011,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8
6760,10/14/2011,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17
6761,10/14/2011,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90
6762,10/14/2011,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137
6763,10/14/2011,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186
6764,10/14/2011,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164
6765,10/14/2011,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108
6766,10/14/2011,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76
6767,10/14/2011,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62
6768,10/14/2011,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114
6769,10/14/2011,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119
6770,10/14/2011,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169
6771,10/14/2011,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264
6772,10/14/2011,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426
6773,10/14/2011,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361
6774,10/14/2011,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221
6775,10/14/2011,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177
6776,10/14/2011,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156
6777,10/14/2011,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123
6778,10/14/2011,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80
6779,10/15/2011,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88
6780,10/15/2011,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64
6781,10/15/2011,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39
6782,10/15/2011,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18
6783,10/15/2011,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6
6784,10/15/2011,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6
6785,10/15/2011,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0,5,15
6786,10/15/2011,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40
6787,10/15/2011,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101
6788,10/15/2011,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157
6789,10/15/2011,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207
6790,10/15/2011,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221
6791,10/15/2011,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261
6792,10/15/2011,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223
6793,10/15/2011,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230
6794,10/15/2011,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211
6795,10/15/2011,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264
6796,10/15/2011,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264
6797,10/15/2011,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251
6798,10/15/2011,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177
6799,10/15/2011,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137
6800,10/15/2011,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115
6801,10/15/2011,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121
6802,10/15/2011,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102
6803,10/16/2011,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85
6804,10/16/2011,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64
6805,10/16/2011,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52
6806,10/16/2011,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31
6807,10/16/2011,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7
6808,10/16/2011,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6
6809,10/16/2011,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7
6810,10/16/2011,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39
6811,10/16/2011,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71
6812,10/16/2011,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151
6813,10/16/2011,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226
6814,10/16/2011,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218
6815,10/16/2011,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277
6816,10/16/2011,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269
6817,10/16/2011,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258
6818,10/16/2011,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230
6819,10/16/2011,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289
6820,10/16/2011,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253
6821,10/16/2011,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226
6822,10/16/2011,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181
6823,10/16/2011,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129
6824,10/16/2011,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88
6825,10/16/2011,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88
6826,10/16/2011,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48
6827,10/17/2011,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25
6828,10/17/2011,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15
6829,10/17/2011,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3
6830,10/17/2011,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2
6831,10/17/2011,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3
6832,10/17/2011,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28
6833,10/17/2011,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107
6834,10/17/2011,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299
6835,10/17/2011,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381
6836,10/17/2011,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180
6837,10/17/2011,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92
6838,10/17/2011,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,35,131
6839,10/17/2011,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166
6840,10/17/2011,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156
6841,10/17/2011,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122
6842,10/17/2011,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142
6843,10/17/2011,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238
6844,10/17/2011,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540
6845,10/17/2011,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,49,469
6846,10/17/2011,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288
6847,10/17/2011,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189
6848,10/17/2011,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141
6849,10/17/2011,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0,16,88
6850,10/17/2011,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0,10,52
6851,10/18/2011,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23
6852,10/18/2011,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,4,7
6853,10/18/2011,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4
6854,10/18/2011,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1
6855,10/18/2011,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4
6856,10/18/2011,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0,2,19
6857,10/18/2011,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105
6858,10/18/2011,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326
6859,10/18/2011,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474
6860,10/18/2011,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198
6861,10/18/2011,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,27,75
6862,10/18/2011,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112
6863,10/18/2011,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159
6864,10/18/2011,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171
6865,10/18/2011,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137
6866,10/18/2011,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139
6867,10/18/2011,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246
6868,10/18/2011,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553
6869,10/18/2011,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512
6870,10/18/2011,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286
6871,10/18/2011,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204
6872,10/18/2011,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178
6873,10/18/2011,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115
6874,10/18/2011,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63
6875,10/19/2011,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23
6876,10/19/2011,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9
6877,10/19/2011,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6
6878,10/19/2011,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3
6879,10/19/2011,4,0,10,5,0,3,1,3,0.5,0.4848,1,0.1045,0,3
6880,10/19/2011,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28
6881,10/19/2011,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67
6882,10/19/2011,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200
6883,10/19/2011,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185
6884,10/19/2011,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109
6885,10/19/2011,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116
6886,10/19/2011,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117
6887,10/19/2011,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86
6888,10/19/2011,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80
6889,10/19/2011,4,0,10,15,0,3,1,3,0.54,0.5152,1,0.1343,21,99
6890,10/19/2011,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180
6891,10/19/2011,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170
6892,10/19/2011,4,0,10,18,0,3,1,3,0.56,0.5303,1,0.1642,8,132
6893,10/19/2011,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189
6894,10/19/2011,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140
6895,10/19/2011,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79
6896,10/19/2011,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94
6897,10/19/2011,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55
6898,10/20/2011,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22
6899,10/20/2011,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11
6900,10/20/2011,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4
6901,10/20/2011,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1
6902,10/20/2011,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6
6903,10/20/2011,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24
6904,10/20/2011,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87
6905,10/20/2011,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303
6906,10/20/2011,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409
6907,10/20/2011,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197
6908,10/20/2011,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105
6909,10/20/2011,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99
6910,10/20/2011,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171
6911,10/20/2011,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136
6912,10/20/2011,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117
6913,10/20/2011,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138
6914,10/20/2011,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203
6915,10/20/2011,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438
6916,10/20/2011,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430
6917,10/20/2011,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278
6918,10/20/2011,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207
6919,10/20/2011,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149
